nome,cidade,estado,bairro,endereco_completo,cep,email,latitude,longitude
CRAS OESTE B,Londrina,PR,JARDIM SANTA RITA,"ANGELO GAIOTTO, S/N",86072260,CRAS.OESTEB@LONDRINA.PR.GOV.BR,-23.2885092449384,-51.2023776769638
CRAS CENTRO A,Londrina,PR,PARQUE DAS ÁGUiAS,"ERMELINDO LEAO, 270",86085150,cras.centroa@londrina.pr.gov.br,-232.972165833621,-511.521098615048
CRAS RURAL,Londrina,PR,Jardim Esperança,"Francisco Merighe, 89",86046640,cras.rural@londrina.pr.gov.br,-233.570278219132,-511.528289318812
CRAS SUL A,Londrina,PR,Itapoã,"GUILHERME DE ALMEIDA, 2260",86042001,cras.sula@londrina.pr.gov.br,-23.360054907526,-51.1480844020843
CRAS NORTE A,Londrina,PR,José Giordano,"Julieta Leite de Carvalho, 65",86082460,cras.nortea@londrina.pr.gov.br,-23.2604997569626,-51.1836671829405
CRAS NORTE B,Londrina,PR,LUIS DE SÁ,"LINO SACHETIN, 524",86085495,cras.norteb@londrina.pr.gov.br,-232.544327683591,-51.1431002618337
CRAS SUL B,Londrina,PR,PARQUE DAS INDUSTRIAS,"LIRIO DOS VALES, 59",86043090,cras.sulb@londrina.pr.gov.br,-233.687418001499,-511.386966705322
CRAS CENTRO B,Londrina,PR,Monte Carlo,"Maria José Carneiro, 55",86040580,cras.centrob@londrina.pr.gov.br,-2.33415229389146,-51.1336154937089
CRAS LESTE,Londrina,PR,Jardim Marabá,"do Tamarino, 136",86035480,cras.leste@londrina.pr.gov.br,-23.3091926770081,-5.11304783821106
CRAS - Centro de Referencia de Assistencia Social - Casa da Família,Lontra,MG,Alto São João,"JOÃO ALVES, 188",39437000,cras@lontra.mg.gov.br,-159.076263958886,-44.2984986309602
CRAS CASA DA FAMILIA,Lontras,SC,CENTRO,"Rua Bernardo Walchholz, S/N",89182000,cras@lontras.sc.gov.br,-27.1696139101211,-495.386481293826
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Lorena,SP,Bairro da Cruz,"CARLOS GOMES, 361",12606380,cras1lorena@hotmail.com,-22.7415542531007,-45.1076209545135
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Lorena,SP,VILA HEPACARE,"GUAiCURUS, 274",12608190,cras2lorena@gmail.com,-227.426525664391,-45.1198196411132
Cras Loreto,Loreto,MA,Centro,"Rua Siqueira Campos, S/N",65895000,samasa.loreto.ma@gmail.com,-0.70781936730072,-45.142822265625
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Lourdes,SP,CENTRO,"DR PIO ANTUNES DE FIGUEIREDO, 215",15285000,cras@lourdes.sp.gov.br,-209.687130981303,-50.2254688739776
CRAS CENTRO,Louveira,SP,Vila Nova,"Antonio Della Torre, 43",13290028,crascentro@louveira.sp.gov.br,-230.873413960919,-469.501268863678
CRAS Vereador Valdomiro Mendes de Souza,Louveira,SP,Jardim Ana Lucia,"Leoni Bertolini, 149",13294244,crasbsa@gmail.com,-230.919454594105,-0.46976637840271
CRAS CASA DA FAMÍLIA I,Lucas do Rio Verde,MT,JARDIM DAS PALMEIRAS,"BAHIA, 236",78455000,cras@lucasdorioverde.mt.gov.br,-130.806905321048,-55.9085655212402
CRAS CASA DA FAMÍLIA II,Lucas do Rio Verde,MT,JAIME SEITI FUJII,"JOÃO GOULART, 3470",78464341,crasterritorio2@gmail.com,-131.100336411456,-55.914659500122
CRAS ANTONIO PEDRO DA SILVA,Lucena,PB,FAGUNDES,"MARIA RITA, S/N",58315000,craslucena2021@hotmail.com,-6.91900946470061,-0.34909503152332
CRAS CASA DA FAMILIA,Lucianópolis,SP,BELMIRO JORGE AMARO,"RUA SANTA LUZIA, 650",17475264,cras@lucianopolis.sp.gov.br,-224.32074017231,-495.21710872650095
HONORATA FERREIRA DOS SANTOS,Luciara,MT,CENTRO,"Araguaia, 22",78660000,crasdeluciara@hotmail.com,-112.21226119324,-506.655120849609
CRAS AMARO BANDEIRA DE ARAUJO,Lucrécia,RN,CENTRO,"DOS PODERES, 497",59805000,craslucrecia@gmail.com,-61.1705424865818,-378.125059604644
CRAS - Maria Aparecida Pardo Santos,Lucélia,SP,Vila Reno,"Rua Bauru, 350",17780000,cras.lucelia@hotmail.com,-2.17269286e-06,-5.1021793e-07
CRAS,Luisburgo,MG,centro,"Abílio de Souza Portes, 105",36923000,assistenciasocial@luisburgo.mg.gov.br,-204.413293009918,-42.104115486145
CRAS - LUISLÂNDIA,Luislândia,MG,CENTRO,"LINDOLFO MENDES, 310",39336000,social@luislandia.mg.gov.br,-1.61185947455009,-4.45851480960846
CRAS Luiz Alves,Luiz Alves,SC,Vila do Salto,"Vereador Crisóstomo Gesser, 296",89128000,crasla@luizalves.sc.gov.br,-26.7107685503,-48.9063262939453
Centro de Referência de Assistência Social - Casa das Famílias,Luiziana,PR,Centro,"Ari Ferraz de Souza, 956",87290000,cras@luiziana.pr.gov.br,-2.43490015915823,-5.23311426354736
CRAS,Luiziânia,SP,CENTRO,"FRANCISCO ROSSANI, 472",16340000,cras@luiziania.sp.gov.br,-216.738203392972,-503.311586380004
CRAS VICENTINA ANGELA TERRA,Luminárias,MG,Centro," são vicente de paula, 140",37240000,crasluminarias@gmail.com,-2.15379778759676,-4.49231448630868
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Lunardelli,PR,CENTRO,"BAHIA, 450",86935000,cras.lunardelli17@gmail.com,-240.794977185428,-51.7405843734741
CRAS,Lupionópolis,PR,CENTRO,"DAVID NASSER, 752",86635000,craslupion@hotmail.com,-22.7563527063758,-51.6554474829536
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Lupércio,SP,CENTRO,"Luiz Reganhan, 226",17420000,craslupercio@yahoo.com.br,-224.137528136828,-498.19476618959
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Lutécia,SP,CENTRO,"RUA BERNARDINO GARROSSINO, 760",19750000,craslutecia@yahoo.com.br,-22.3419388221805,-503.923773765564
CRAS - Centro de Referência de Assistência Social,Luz,MG,Novo Oriente,"Rua José Barbosa Leão, 571",35595000,crasluzsocial@hotmail.com,-19.7902472372101,-45.6758630275726
CRAS   ESPACO DA FAMILIA E AMIZADE,Luzerna,SC,SÃO FRANCISCO,"SÃO ROQUE, 303",89609000,cras@luzerna.sc.gov.br,-271.31123951938,-51.4646816253662
CRAS,Luzilândia,PI,CENTRO,"CORONEL HUGO DE CASTRO, 680",64160000,crasluzilandia2021@gmail.com,-346.303004074011,-42.3721379041671
CRAS CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Luzinópolis,TO,CENTRO,"JOÃO MARCIANO, QUADRA 16, 40",77903000,crasluzinopolis@hotmail.com,-61.9006998409117,-478.574860095977
CRAS JARDIM INGÁ,Luziânia,GO,JARDIM INGÁ,"9 DE JULHO S/N AREA ESPECIAL, 5",72850240,jardimingacras@hotmail.com,-161.442164796436,-4.79554831981659
CRAS PARQUE ESTRELA DALVA II,Luziânia,GO,PARQUE ESTRELA DALVA II,"AVENIDA  KISLEU DIAS MACIEL QUADRA 147, 1",72800000,cras.parqueestreladalva02@gmail.com,-162.528709452435,-47.9092526435852
CRAS VILA ESPERANÇA,Luziânia,GO,DIOGO MACHADO DE ARAÚJO,"BENJAMIN RORIZ QUADRA 53 LOTE 1A, 307",72810200,crasvilaesperanca@hotmail.com,-1.6253e-10,-4.795e-11
CRAS JARDIM MARILIA,Luziânia,GO,JARDIM MARILIA,"BRASILIA QD.01 LT.25, S/N",72800000,convivermarilia@gmail.com,-1.6253e-10,-4.795e-11
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Luís Antônio,SP,CENTRO,"Eleutério Turazzi, 380",14210000,cras@luizantonio.sp.gov.br,-2.1554384e-07,-4.77032577e-06
CRAS CAMURUPIM,Luís Correia,PI,ZONA RURAL,"CAMURUMPIN, S/N",64220000,anabet.miranda@hotmail.com,-2.879e-11,-4.1667e-10
CRAS LUIS CORREIA,Luís Correia,PI,CENTRO,"PROFº ANTONIO DE PADUA DA COSTA LIMA, 713",64220000,craslc2021@gmail.com,-2.879e-11,-4.1667e-10
CRAS CASA DA FAMÍLIA,Luís Eduardo Magalhães,BA,SANTA CRUZ,"IBITIBA, S/N",47850000,craslemsuas@gmail.com,-1.21065503237827,-45.7999420166015
CRAS CENTRO DE REFÊRENCIA DE ASSISTÊNCIA SOCIAL,Luís Gomes,RN,CENTRO,"DOMINGUES ANTUNES PINHEIRO, 1",59940000,luisgomescras@gmail.com,-64.152485048723,-38.3860373493735
CRAS LUIZA LOPES BRITO,Lábrea,AM,CENTRO,"GETULIO VARGAS, 120",69830000,craslabrea@hotmail.com,-72.6235091884241,-64.8002386093139
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL PADRE BERNARDO STOETTINGER,Macajuba,BA,CENTRO,"RUA DR. JOSÉ MARCELINO DE SOUZA, 1",46805000,cras.macajuba@hotmail.com,-12.1349353465852,-4.03564739227295
MACAMBIRA,Macambira,SE,CENTRO,"AV ANA ANA LUIZA DORTAS VALADARES, S/N",49565000,cras.macambira2021@gmail.com,-106.655845198149,-37.5427937507629
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CASA DA FAMÍLIA MACAPARANA -,Macaparana,PE,ALVORADA,"DRº ALBERTO BEZERRA, S/N",55865000,macaparana.cras@gmail.com,-7.55607381902332,-354.501986503601
CRAS IGUALDADE,Macapá,AP,MARABAIXO III,"3, 926",68900000,crasigualdademarabaixo@gmail.com,47.21223773736934,-51.1200284957885
CRAS ESPERANÇA,Macapá,AP,SANTA RITA,"ALMIRANTE BARROSO, 2536",68901336,semastnovaesperanca@gmail.com,3.74444e-09,-5.10724681e-06
CRAS AMOR,Macapá,AP,Infraero,"Carlos Lins Cortes, S/N",68908074,crasamorcoodenacao@gmail.com,70.03782435466245,-51.0844302177429
CRAS ALEGRIA,Macapá,AP,PEDRINHAS,"Exercito da Redenção, 1",68900020,craspedrinhas2016@gmail.com,-5.3792e-10,-5.10734385e-06
CRAS UNIAO,Macapá,AP,PERPETUO SOCORRO,"HUGO ALVEZ PINTO, 39",68905630,crasuniao.01@gmail.com,49.09514780075117,-510.48241853713904
CRAS SIMPATIA,Macapá,AP,Murici,"Joaquim Procopio de Oliveira, 1495",68911420,crasfazendinha2020@gmail.com,-4.62841937271129,-51.1111664772033
CRAS FELICIDADE,Macapá,AP,PACOVAL,"Rio Grande do Norte, S/N",68908270,crasfelicidade@outlook.com,54.86725922287034,-510.605907440185
CRAS - CENTRO,Macarani,BA,CENTRO,"ENCRUZILHADA, 1",45760000,crasmacarani@hotmail.com,-155.651669370848,-40.4243230819702
CRAS Antonio Guedes Sobrinho,Macatuba,SP,Jardim Esperança,"Dr. João Carlos Hueb, 959",17290000,cras@macatuba.sp.gov.br,-22.5269869836025,-48.7272834777832
CRAS Centro de Referência da Assistência Social,Macau,RN,PORTO DE SÃO PEDRO," Angicos, 13",59500000,crasmacau1@gmail.com,-51.0976818993207,-36.6293996572494
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Macaubal,SP,JARDIM NOSSA SENHORA APARECIDA,"AMAZONAS, 829",15270000,cras.macaubal@hotmail.com,-208.141909203869,-49.9659919738769
CRAS Serra,Macaé,RJ,Córrego do Ouro," Miguel Peixoto Guimarães, 359",27980000,cras_serra@hotmail.com,-222.596045676603,-419.80342268943696
CRAS Botafogo,Macaé,RJ,Novo Botafogo,"Antônio Bichara Filho S/nº, S/N",27946130,crasbotafogo@macae.rj.gov.br,-223.644532905409,-41.7916166782379
CRAS Lagomar,Macaé,RJ,Lagomar,"Bandeirantes, S/N",27966540,craslagomar@macae.rj.gov.br,-22.3097964021222,-41.7238461975648
CRAS Barra,Macaé,RJ,Barra,"Eurico Barbosa de Souza, S/N",27961040,crasbarra@macae.rj.gov.br,-223.619430430512,-417.742896080017
CRAS  Aroeira,Macaé,RJ,Aroeira,"Luiz Alves de Lima e Silva s/nº, S/N",27945000,crasaroeira@macae.rj.gov.br,-223.727427389377,-41.7949908971786
CRAS Novo Visconde Alba Corral,Macaé,RJ,Novo Visconde,"Manoel Batista de Carvalho, S/N",27940520,crasnovovisconde@macae.rj.gov.br,-223.897417568395,-417.83559322357104
CRAS Parque Aeroporto Paulo Roberto Pereira,Macaé,RJ,Aeroporto,"Maria Cacilda de Oliveira, 94",27963694,crasaeroporto@macae.rj.gov.br,-223.393884745713,-41.7582499980926
CRAS Nova Esperança,Macaé,RJ,Nova Esperança,"Sergipe, lote 09  S/Nº, S/N",27910000,crasnovaesperanca@macae.rj.gov.br,-223.434372536865,-417.800939083099
CRAS TAVARES DE LIRA,Macaíba,RN,AUTA DE SOUZA,"LEONEL PESSOA DE MELO, 12",59280000,cras_tavaresdelyra@outlook.com,-585.93588923659,-35.3451070189476
CRAS FABRICIO GOMES PEDROZA,Macaíba,RN,CENTRO,"Professor Paulo Mesquita, S/N",59280000,crasfabriciopedrosa@gmail.com,-58.5372808142053,-353.508067131042
CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE MACAUBAS,Macaúbas,BA,Centro,"Dois de Julho, S/N",46500000,crasdemacaubas17@gmail.com,-130.199398358244,-42.6913368701934
CRAS - Centro de Referência de Assistência Social,Macedônia,SP,Centro,"Raquel G. Macedo, 535",15620000,cras@macedonia.sp.gov.br,-2.0146e-10,-5.0194e-10
CRAS Bela Vista,Maceió,AL,Barro Duro," Salustiano Sarmento, 310",57044060,crasbelavistamaceio@gmail.com,-96.1980668320903,-35.7104802131652
CRAS Rio Novo,Maceió,AL,Rio Novo,"Da Areia, 11529",57070520,crasrionovo@gmail.com,-9.5707438e-07,-3.58072884e-06
CRAS Clima Bom,Maceió,AL,Clima Bom I,"Dr. Aldo Cardoso, 5",57071500,crasclimabom@gmail.com,-95.7899970193368,-35.7784581184387
CRAS Bebedouro,Maceió,AL,Chã da Jaqueira,"Empresário Lourival Lobo, 10",57062530,crasbebedouromaceio@gmail.com,-96.0902227014163,-35.7544898986816
CRAS Bom Parto,Maceió,AL,Bom Parto,"General Hermes, 188",57017000,crasbomparto@gmail.com,-9.65769954876893,-35.7391911745253
CRAS Sônia Sampaio,Maceió,AL,Jacintinho,"Jarbas de Andrade Cabral, S/N",57041500,crasssampaio@hotmail.com,-96.3325173841097,-357.025876919738
CRAS Dom Adelmo Machado,Maceió,AL,Prado,"João Ulisses Marques, 112",57010150,crasdomadelmomachado@gmail.com,-96.7199846747999,-35.7488512987765
CRAS Santos Dumont,Maceió,AL,Santos Dumont,"ROLDÃO DE SIQUEIRA FORTES, 710",57075650,crasstosdumont@gmail.com,-9.55542244890759,-35.78721523284
CRAS Denisson Menezes,Maceió,AL,Cidade Universitária,"Rosivaldo Fereira Mendes, 434",57073004,crasdenissonmenezesmcz@gmail.com,-9.54772601520157,-357.502841949462
CRAS Área Lagunar,Maceió,AL,Prado,"Rua Agnelo Barbosa, 527",57010368,crasarealagunar@gmail.com,-9.66573839518868,-35.7483959197998
CRAS Cidade Sorriso,Maceió,AL,Benedito Bentes,"Rua C-22, Quadra C 24, Lote 15, 300",57084674,crascidadesorriso@gmail.com,-95.5960739254778,-35.7256990671157
CRAS Pitanguinha,Maceió,AL,Pitanguinha,"Rua Cônego Tobias S/N, S/N",57052170,cras_pitanguinha@hotmail.com.br,-9.638943e-08,-3.57308429e-06
CRAS Terezinha Normande,Maceió,AL,Jacintinho,"Rua José Jorge de Melo Gonçalves, S/N",57041140,crastecanormande@hotmail.com,-9.6403727e-07,-3.57221564e-06
CRAS Região Norte,Maceió,AL,Riacho Doce,"Rua do Asfalto, 20",57039230,craslitoralnorte22@gmail.com,-95.7708485324316,-35.6566531061798
CRAS Selma Bandeira,Maceió,AL,Benedito Bentes,"Selma Bandeira, Rua C-1, 108",57085609,crasselmabandeiramcz@gmail.com,-95.7499014443459,-357.191330194473
CRAS Fernão Velho,Maceió,AL,Fernão Velho,"São José, 37",57070120,crasfernaovelho@hotmail.com,-95.900707011685,-35.7856813073158
CRAS Cacilda Costa Sampaio,Maceió,AL,Vergel do Lago,"das Flores, S/N",57014600,crascacildasampaio@gmail.com,-96.5856767191177,-357.638025283608
CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Machacalis,MG,CENTRO,"DUQUE DE CAXIAS, 80",39873000,crasmachacalis2015@gmail.com,-170.786271591213,-40.718671679424
CRAS INTEGRAÇÃO,Machadinho,RS,CENTRO,"INDEPENDENCIA, 172",99880000,cras_machadinhors@hotmail.com,-275.68566513661,-51.6711473464965
CRAS CENTRO DE REFERÊCIA DE ASSISTÊNCIA SOCIAL - CASA DA FAMÍLIA,Machadinho D'Oeste,RO,CENTRO,"AVENIDA TANGARÁ, 3282",76868000,acaosocial.mdo@hotmail.com,-94.2399974010971,-619.9163317680351
CRAS CENTRAL,Machado,MG,CENTRO,"ANTONIO CARLOS, 101",37750000,acaosocialmachado@hotmail.com,-21.6758542707561,-45.9215211868286
CRAS Vila Formosa,Machado,MG,Vila Formosa,"Sebastião Eleotério de Carvalho, 130",37750000,crasmachado@outlook.com,-21.6655646758628,-45.9018445014953
CRAS Jardim das Oliveiras,Machado,MG,Jardim das Oliveiras,"São Paulo, 401",37750000,crasjardim.oliveira@gmail.com,-216.928424594094,-459.19632911682095
CRAS MACHADOS,Machados,PE,CENTRO,"FELIPE CORREIA, 316",55740000,crasmachados@hotmail.com,-7.686e-11,-3.5515e-10
CRAS Centro de Referencia de Assistência Social,Macieira,SC,Centro,"SEVERINO JOSÉ CONSTANTINI, 32",89518000,crasmacieira@yahoo.com.br,-26.8570784109098,-51.3750314712524
CRAS II - Rosangela Gomes Pacheco,Macuco,RJ,PARAISO,"HENRIQUE FREDERICO RIBEIRO, 14",28540000,miliossefaria@gmail.com,-219.789712221979,-42.2493356466293
CRAS I - Terezinha Pinheiro Martinelli,Macuco,RJ,SANTOS REIS,"PROFESSORA ADILVA FIGUEIREDO COSTA, 126",28545000,smdsdh.macuco@gmail.com,-219.896586168606,-422.578060626983
CRAS - CENTRO DE REFERENCIA DE ASSISTENCIA SOCIAL,Macururé,BA,CENTRO,"Rua do Fórum, S/N",48650000,crasmacurureba@gmail.com,-91.7209329602717,-39.060001373291
CRAS FRANCISCA AUGUSTA VIEIRA,Madalena,CE,SANTA TEREZINHA,"JOSE HOMERO SARAIVA CAMARA, 120",63860000,tecnicoscras5@gmail.com,-48.5108681688099,-39.5763480663299
CRAS MADEIRO,Madeiro,PI,PARQUE ESTRELA,"RUA PRIMEIRO DE MAIO, 1",64168000,madeiro.cras@gmail.com,-348.529965327844,-424.975204467773
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CASA DA FAMÍLIA,Madre de Deus,BA,CAÇÃO,"RIO SÃO FRANCISCO, 408",42600000,cras.madrededeusba@gmail.com,-127.36967949734,-38.6031246185302
CRAS Sr. Joaquim Nicolau,Madre de Deus de Minas,MG,CONJUTO HABITACIONAL GERALDO CRISTINO,"Cianita, 55",37305000,crasmdm@hotmail.com,-21.4781900237217,-443.430948257446
Casa da Familia,Maetinga,BA,Centro,"Avenida Antonio Carlos Magalhaes, 20",46255000,pmmaetinga@gmail.com,-146.648686241466,-414.9338722229
CRAS  CENTRAL,Mafra,SC,Centro,"Benemérito Pedro Kuss, 492",89300268,asmafra.adm@gmail.com,-261.10995679616,-49.8051881790161
CRAS MARIA JOSÉ PINTO DA SILVA,Mafra,SC,Vila Ivete,"Capitão João Bley, 763",89303120,crasvilaivete@mafra.sc.gov.br,-261.005906212219,-498.168182373046
CRAS,Magalhães Barata,PA,CENTRO,"Avenida Central, S/N",68722000,cras_conviver2017@hotmail.com,-79.70409806465213,-47.5993609428405
CRAS,Magalhães de Almeida,MA,CENTRO,"FRANCISCO TOBIAS, S/N",65560000,crasmg20@gmail.com,-33.9538804881164,-42.2064471244812
CRAS - Centro de Referência de Assistência Social / Magda SP,Magda,SP,CENTRO,"Cesário Alves Vieira, 1341",15310000,cras.magda@hotmail.com,-206.462180706443,-50.2234733104705
CRAS RIO DO OURO I,Magé,RJ,Rio do Ouro," da Conceição, 7593",25916420,crasriodoouro223@gmail.com,-225.907610084715,-43.1136989593505
CRAS VILA INHOMIRIM II,Magé,RJ,Parque Sayonara,"1, S/N",25935010,crasfragoso.mage@gmail.com,-225.837856137017,-43.1875133514404
CRAS VILA INHOMIRIM I,Magé,RJ,PIABETÁ,"CAIOABA, S/N",25915000,craspiabeta@hotmail.com,-2.26113745e-06,-4.31790758e-06
CRAS SURUÍ I,Magé,RJ,SURUÍ,"CAPITÃO JOSÉ DE PAULA, 263",25922440,crassurui@gmail.com,-226.623238151576,-431.279468536376
CRAS VILA INHOMIRIM III,Magé,RJ,PARQUE CAÇULA,"Florianinho, 497",25936710,cras-serrana2012@hotmail.com,-226.17318758081,-431.93585872650095
CRAS SANTO ALEIXO I,Magé,RJ,SANTO ALEIXO,"OTHON LINCH BEZERRA DE MELO, S/N",25912206,cras_santoaleixo@hotmail.com,-22.5620547878368,-430.529737472534
CRAS GUIA DE PACOBAÍBA I,Magé,RJ,Praia da Esperança,"Real de Mauá, 44",25926586,cras.maua@hotmail.com,-22.7069647438269,-43.1589596274216
CRAS MAGÉ I,Magé,RJ,Flexeiras,"Sebastião Reis, 40",25900000,crasmage1@gmail.com,-226.573932873745,-43.0441224575042
CRAS MAGE II,Magé,RJ,Barbuda,"Sebastião Rodrigues de Oliveira, 144",25900832,crasmage02@gmail.com,-22.6649127663446,-43.0330663919448
CRAS - MAIQUINIQUE,Maiquinique,BA,CENTRO,"PRAÇA LOMANTO JUNIOR, 38",45770000,crasdacidade@gmail.com,-156.180565289528,-40.2645277976989
Casa das Famílias,Mairi,BA,Reviver,"ANTÔNIO CARLOS MAGALHÃES, 1",44630000,smasmairi@gmail.com,-117.194041930931,-40.1521968841552
CRAS TRES LAGOINHAS,Mairinque,SP,TRES LAGOINHAS,"BRASIL JAPAO, 1671",18120000,cras@mairinque.sp.gov.br,-235.666620045215,-472.063207626342
CRAS VILA BARRETO,Mairinque,SP,Vila Barreto,"Benedito de Oliveira Viana, 63",18120000,crasbarreto@mairinque.sp.gov.br,-235.333500146346,-471.66956663131697
CRAS - Centro de Referência de Assistência Social - Centro,Mairiporã,SP,JARDIM GALRÃO,"LAURA BARBOSA DO NASCIMENTO, 230",7600240,crascentro@mairipora.sp.gov.br,-233.205873909823,-46.5929424762725
CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - TERRA PRETA,Mairiporã,SP,TERRA PRETA,"SETE DE SETEMBRO, 8",7601535,sas.crastp@mairipora.sp.gov.br,-232.634167854869,-465.890747308731
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - PETRÓPOLIS,Mairiporã,SP,ROSEIRA,"SÃO PEDRO, 210",7618640,sas.craspetropolis@mairipora.sp.gov.br,-233.780337815177,-4.66132414340973
CRAS RENASCER CIDADÃO,Mairipotaba,GO,CENTRO,"LAFAIETE BITTENCOURT, S/N",75630000,crasmairi2011@hotmail.com,-172.994945750676,-49.5018333197549
CRAS  Gavinhas,Major Gercino,SC,Centro,"Joaquim Silveira, 90",88260000,cras@majorgercino.sc.gov.br,-2.74162410848603,-48.9519023895263
CRAS - Centro de Referência da Assistência Social Bairro de Fatima,Major Isidoro,AL,BAIRRO DE FÁTIMA,"CONJUNTO ARTHUR LEITE, 100",57580000,cras_major@hotmail.com,-9.54097186173304,-3.70085552697793
CRAS -  CENTRO DE REFERENCIA DE ASSISTÊNCIA SOCIAL,Major Sales,RN,CENTRO,"MARIA MAFALDA DE OLIVEIRA SALES, 60",59945000,crasmajors@gmail.com,-64.0461019506889,-38.3230885863304
CRAS - Centro de Referência de Assistência Social,Major Vieira,SC,Centro,"Prefeito Otávio Tabalipa, S/N",89480000,cras@majorvieira.sc.gov.br,-26.3644876890809,-50.3232364665018
CRAS - CASA DAS FAMILIAS,Malacacheta,MG,CENTRO,"Tristão Couy, 229",39690000,crasmalacacheta20@gmail.com,-1.7842e-10,-4.2077e-10
CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CASA DAS FAMÍLIAS,Malhada,BA,CENTRO,"AMBROSIO CHAPÉU, S/N",46440000,cras@malhada.ba.gov.br,-143.426252493809,-437.730717658996
Casa da Família,Malhada de Pedras,BA,Centro,"Praça da Saudade, S/N",46110000,crasmpedras@hotmail.com,-1.4388e-10,-4.1879e-10
CRAS JOANA LUIZA CALDAS AGUIAR DE MOURA,Malhada dos Bois,SE,CENTRO,"CONJ MARIA ROSA, S/N",49940000,smas.malhadadosbois@gmail.com,-1.0349e-10,-3.6924e-10
CRAS MALHADOR,Malhador,SE,CENTRO,"Senador Walter Franco, 442",49570000,crasmalhadormeuamor@gmail.com,-106.567067749287,-3.73063087463379
CRAS de Mallet,Mallet,PR,Centro,"Rua Três de Maio, 295",84570000,cras_mallet@yahoo.com.br,-258.858284736271,-50.824384689331
Centro de Referência da Assistência Social de Malta-Pb,Malta,PB,Centro,"TRAVESSA DOM JOSÉ DE MEDEIROS DELGADO, S/N",58713000,crasmalta-pb@hotmail.com,-690.5641870220969,-3.75216954946518
CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Mamanguape,PB,CENTRO,"DR ARIOSVALDO R. DA COSTA, 77",58280000,semasmme@gmail.com,-6.839e-11,-3.5126e-10
CRAS - ANTONIO PEREIRA DE SOUSA,Mambaí,GO,centro,"RUA JOSÉ MOREIRA DOS SANTOS, 8",73970000,social@mambai.go.gov.br,-1.44939371e-06,-4.6116617e-07
CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,Mamborê,PR,CENTRO,"AUGUSTO MENDES DOS SANTOS, 843",87340000,cras@mambore.pr.gov.br,-24.3097323591897,-525.28156042099
CRAS Casa das Familias Mamoneses,Mamonas,MG,Santana,"Alcebiades Ribeiro dos Santos, 131",39516000,cras@mamonas.mg.gov.br,-150.482222465774,-42.94646859169
CRAS CASA DA FAMILIA,Mampituba,RS,SEDE,"Herculano Lopes, 220",95572000,cras.mampituba@gmail.com,-29.2142127935396,-49.9363696575164
CRAS - MANACÁ,Manacapuru,AM,Novo Manacá,"JAMIL SEFAIR, 525",69401802,semas.manacapuru@gmail.com,-328.074145226819,-6.06487798690796
CRAS - UNIÃO,Manacapuru,AM,UNIÃO,"PARINTINS, S/N",69401161,semas.manacapuru@gmail.com,-328.493489888656,-606.3133478164671
CRAS - Francisca Ferreira da Silva,Manacapuru,AM,Biribiri,"Paulo Jacob, S/N",69400143,semas.manacapuru@gmail.com,-33.006802498306,-60.6160998344421
CRAS - SACAMBU,Manacapuru,AM,SACAMBU,"SÃO PAULO, S/N",69400000,semas.manacapuru@gmail.com,-3.22038708818516,-607.059860229492
CRAS Centro de Referencia de Assitencia Social,Manaquiri,AM,AJURICABA,"SERAFIM CASTANHO, S/N",69435000,cras_manaquiri@hotmail.com,-3.43324180849263,-60.4579192399978
CRAS - Centro de Referência da Assistência Social,Manari,PE,CENTRO,"ALTO DO MORÇEGO, 25",56565000,pbfmanari@hotmail.com,-8.98647925482577,-376.786422729492
CRAS ALFREDO NASCIMENTO,Manaus,AM,ALFREDO NASCIMENTO,"8, 13",69099435,cras.alfredonascimento@pmm.am.gov.br,-30.1645549665169,-59.9516415596008
